id,tokens,pos_tags,chunk_tags,ner_tags
7887,"['He' 'plays' 'a' 'power-hungry' 'lawyer' 'in' 'the' 'movie' 'described'
 'as' '""' 'a' 'tender' 'and' 'cruel' 'comedy' '""' 'by' 'Lelouche' ','
 'who' 'is' 'making' 'his' '35th' 'film' '.']","[28 42 12 16 21 15 12 21 40 15  0 12 21 10 16 21  0 15 22  6 44 42 39 29
 16 21  7]","[11 21 11 12 12 13 11 12 21 13  0 11 12  0 11 12  0 13 11  0 11 21 22 11
 12 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
7888,"['""' 'I' 'have' 'paid' 'too' 'dearly' 'for' 'mixing' 'two' 'careers' ','
 '""' 'Tapie' 'said' '.' '""']",[ 0 28 41 40 30 30 15 39 11 24  6  0 22 38  7  0],[ 0 11 21 22  3  4 13 21 11 12  0  0 11 21  0  0],[0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0]
7889,"['In' 'France' ',' 'you' 'cannot' 'be' 'a' 'film' 'artist' 'and' 'a'
 'national' 'politician' 'at' 'the' 'same' 'time' '.']",[15 22  6 28 20 37 12 21 21 10 12 16 21 15 12 16 21  7],[13 11  0 11 21 22 11 12 12  0 11 12 12 13 11 12 12  0],[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7890,"['That' 'is' 'why' 'I' 'will' 'no' 'longer' 'be' 'deputy' 'by' 'the'
 'time' 'the' 'film' 'opens' '.' '""']",[12 42 46 28 20 30 30 37 21 15 12 21 12 21 42  7  0],[11 21  3 11 21 22 22 22 11 13 11 12 11 12 21  0  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7891,"['Justice' 'Minister' 'Jacques' 'Toubon' 'began' 'last' 'month' 'the'
 'formal' 'process' 'of' 'ejecting' 'Tapie' 'from' 'the' 'French'
 'parliament' 'as' 'well' 'as' 'stripping' 'him' 'of' 'his' 'seat' 'in'
 'the' 'European' 'parliament' '.']","[22 22 22 22 38 16 21 12 16 21 15 39 22 15 12 16 21 30 30 15 39 28 15 29
 21 15 12 16 21  7]","[11 12 12 12 21 11 12 11 12 12 13 21 11 13 11 12 12  5  6  6 21 11 13 11
 12 13 11 12 12  0]",[0 0 1 2 0 0 0 0 0 0 0 0 1 0 0 7 0 0 0 0 0 0 0 0 0 0 0 7 0 0]
7892,"['The' 'French' 'procedure' 'was' 'expected' 'to' 'be' 'completed'
 'before' 'October' '2' ',' 'when' 'the' 'National' 'Assembly' 'is' 'to'
 'reconvene' 'after' 'a' 'summer' 'break' ',' 'but' 'the' 'European'
 'procedure' 'was' 'expected' 'to' 'take' 'longer' '.']","[12 16 21 38 40 35 37 40 15 22 11  6 46 12 22 22 42 35 37 15 12 21 21  6
 10 12 16 21 38 40 35 37 17  7]","[11 12 12 21 22 22 22 22 13 11 12  0  3 11 12 12 21 22 22 13 11 12 12  0
  0 11 12 12 21 22 22 22 11  0]",[0 7 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0]
7893,"['Tapie' ""'s"" 'lawyer' 'has' 'said' 'he' 'intends' 'to' 'appeal' 'to'
 'the' 'European' 'Court' 'of' 'Human' 'Rights' 'in' 'an' 'effort' 'to'
 'prevent' 'or' 'delay' 'the' 'loss' 'of' 'his' 'European' 'seat' '.']","[21 27 21 42 40 28 42 35 37 35 12 22 22 15 22 23 15 12 21 35 37 10 37 12
 21 15 29 22 21  7]","[11 11 12 21 22 11 21 22 22 13 11 12 12 13 11 12 13 11 12 21 22 22 22 11
 12 13 11 12 12  0]",[1 0 0 0 0 0 0 0 0 0 0 3 4 4 4 4 0 0 0 0 0 0 0 0 0 0 0 7 0 0]
7894,"['But' 'such' 'an' 'appeal' ',' 'even' 'if' 'the' 'court' 'were' 'to'
 'accept' 'the' 'case' ',' 'which' 'it' 'is' 'not' 'obliged' 'to' 'do' ','
 'would' 'not' 'suspend' 'enforcement' 'of' 'the' 'French' 'judgement'
 'against' 'him' '.']","[10 26 12 21  6 30 15 12 21 38 35 37 12 21  6 43 28 42 30 40 35 37  6 20
 30 37 21 15 12 16 21 15 28  7]","[ 0 11 12 12  0 17 18 11 12 21 21 22 11 12  0 11 11 21 22 22 22 22  0 21
 22 22 11 13 11 12 12 13 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0]
7895,"['Tapie' 'faces' 'a' 'probable' 'spell' 'in' 'prison' 'after' 'he' 'loses'
 'his' 'parliamentary' 'immunity' ',' 'since' 'two' 'appeal' 'courts'
 'have' 'confirmed' 'jail' 'sentences' 'of' 'eight' 'and' 'six' 'months'
 'against' 'him' 'for' 'tax' 'fraud' 'and' 'rigging' 'a' 'soccer' 'match'
 '.']","[22 42 12 16 21 15 21 15 28 42 29 16 21  6 15 11 21 24 41 40 21 24 15 11
 10 11 24 15 28 15 21 21 10 21 12 21 21  7]","[11 21 11 12 12 13 11 17 11 21 11 12 12  0 13 11 12 12 21 22 11 12 13 11
 12 12 12 13 11 13 11 12  0 11 11 12 12  0]","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
7896,"['He' 'is' 'appealing' 'in' 'both' 'cases' 'to' 'the' 'Supreme' 'Court'
 '.']",[28 42 39 15 12 24 35 12 22 22  7],[11 21 22 13 11 12 13 11 12 12  0],[0 0 0 0 0 0 0 0 3 4 0]
7897,['Bank' 'of' 'France' 'drains' '3.9' 'bln' 'Ffr' 'at' 'tender' '.'],[22 15 22 42 11 21 22 15 21  7],[11 13 11 21 11 12 12 13 11  0],[3 4 4 0 0 0 7 0 0 0]
7898,['PARIS' '1996-08-26'],[22 11],[11 12],[5 0]
7899,"['The' 'Bank' 'of' 'France' 'drained' '3.9' 'billion' 'francs' 'at' 'a'
 'securities' 'repurchase' 'tender' 'held' 'on' 'Monday' 'to' 'allocate'
 'funds' 'for' 'injection' 'into' 'the' 'money' 'market' 'on' 'Tuesday'
 '.']","[12 22 15 22 38 11 11 24 15 12 24 21 21 40 15 22 35 37 24 15 21 15 12 21
 21 15 22  7]","[11 12 13 11 21 11 12 12 13 11 12 12 12 21 13 11 21 22 11 13 11 13 11 12
 12 13 11  0]",[0 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7900,"['It' 'accepted' 'bids' 'for' '44.3' 'billion' 'francs' 'in' 'new'
 'liquidity' ',' '3.9' 'billion' 'less' 'than' 'the' '48.2' 'billion'
 'leaving' 'the' 'market' 'on' 'Tuesday' 'when' 'a' 'previous' 'pact'
 'expires' '.']","[28 38 24 15 11 11 24 15 16 21  6 11 11 17 15 12 11 11 39 12 21 15 22 46
 12 16 21 42  7]","[11 21 11 13 11 12 12 13 11 12  0 11 12  1 13 11 12 12 21 11 12 13 11  3
 11 12 12 21  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7901,['The' 'new' 'pact' 'expires' 'on' 'September' '3' '.'],[12 16 21 42 15 22 11  7],[11 12 12 21 13 11 12  0],[0 0 0 0 0 0 0 0]
7902,"['The' 'Bank' 'of' 'France' 'said' 'it' 'allocated' '13.4' 'billion'
 'francs' 'to' 'bidders' 'offering' 'Treasury' 'bills' 'as' 'collateral'
 ',' 'satisfying' '3.4' 'percent' 'of' 'such' 'demand' '.']","[12 22 15 22 38 28 38 11 11 24 35 24 39 21 24 15 21  6 39 11 21 15 16 21
  7]","[11 12 13 11 21 11 21 11 12 12 13 11 21 11 12 13 11  0 21 11 12 13 11 12
  0]",[0 3 4 4 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0]
7903,"['It' 'allotted' 'a' 'further' '30.9' 'billion' 'to' 'bidders' 'putting'
 'up' 'private' 'paper' ',' 'satisfying' '12.5' 'percent' 'of' 'this'
 'demand' '.']",[28 38 12 16 11 11 35 24 39 33 16 21  6 39 11 21 15 12 21  7],[11 21 11 12 12 12 13 11 21 15 11 12  0 21 11 12 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7904,['--' 'Paris' 'Newsroom' '+33' '1' '4221' '5452'],[ 8 22 22 11 11 11 11],[11 12 12 12 12 12 12],[0 3 4 0 0 0 0]
7905,"['RABOBANK' '[' 'RABN.CN' ']' 'SEES' 'H2' 'NET' 'GROWTH' 'UNDER' '10'
 'PCT' '.']",[22  4 22  5 22 21 21 21 15 11 22  7],[11  0 11  0  0 11 12 12 13 11 12  0],[3 0 0 0 0 0 0 0 0 0 0 0]
7906,['AMSTERDAM' '1996-08-26'],[21 11],[11 12],[5 0]
7907,"['Dutch' 'co-operative' 'bank' 'Rabobank' 'Nederland' 'BA' ""'s"" 'net'
 'profit' 'growth' 'might' 'slow' 'to' 'less' 'than' 'than' '10' 'year'
 'percent' 'in' 'the' 'second' 'half' 'of' '1996' ',' 'executive' 'board'
 'chairman' 'Herman' 'Wijffels' 'said' 'on' 'Monday' '.']","[16 16 21 22 22 22 27 16 21 21 20 37 35 17 15 15 11 21 21 15 12 16 21 15
 11  6 16 21 21 22 22 38 15 22  7]","[11 12 12 12 12 12 11 12 12 12 21 22 13 11 12 13 11 12 12 13 11 12 12 13
 11  0 11 12 12 12 12 21 13 11  0]",[7 0 0 3 4 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0]
7908,"['The' 'unlisted' 'bank' 'earlier' 'announced' 'a' '1996' 'interim' 'net'
 'profit' 'of' '853' 'million' 'guilders' ',' 'up' '21.5' 'percent' 'on'
 'the' '702' 'million' 'guilders' 'reported' 'in' 'the' 'first' 'half'
 'of' '1995' '.']","[12 16 21 30 38 12 11 16 16 21 15 11 11 24  6 30 11 21 15 12 11 11 24 40
 15 12 16 21 15 11  7]","[11 12 12  3 21 11 12 12 12 12 13 11 12 12  0  3 11 12 13 11 12 12 12 21
 13 11 12 12 13 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7909,"['He' 'said' 'second-half' 'profit' 'growth' 'would' 'depend' 'on'
 'customer' 'demand' 'for' 'loans' ',' 'which' 'was' 'already' 'easing'
 ',' 'and' 'the' 'performance' 'of' 'financial' 'markets' ',' 'which'
 'were' 'strong' 'in' 'the' 'first' 'half' 'and' 'boosted' 'securities'
 ',' 'trading' 'and' 'underwriting' 'income' '.']","[28 38 16 21 21 20 37 15 21 21 15 24  6 43 38 30 16  6 10 12 21 15 16 24
  6 43 38 16 15 12 16 12 10 38 24  6 39 10 39 21  7]","[11 21 11 12 12 21 22 13 11 12 13 11  0 11 21 22 22  0  0 11 12 13 11 12
  0 11 21  1 13 11 12 12  0 21 11  0 21 22 22 11  0]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
7910,"['""' 'We' 'expect' 'reasonable' 'growth' 'in' 'the' 'second' 'half' '.']",[ 0 28 41 16 21 15 12 16 21  7],[ 0 11 21 11 12 13 11 12 12  0],[0 0 0 0 0 0 0 0 0 0]
7911,"['Maybe' 'it' 'will' 'be' 'in' 'single-digits' ',' '""' 'Wijffels' 'told'
 'Reuters' '.']",[30 28 20 37 15 24  6  0 22 38 22  7],[ 3 11 21 22 13 11  0  0 11 21 11  0],[0 0 0 0 0 0 0 0 1 0 3 0]
7912,"['He' 'said' 'growth' 'in' 'customer' 'demand' 'in' 'the' 'first' 'half'
 'was' '50' 'percent' 'above' 'normal' 'but' 'it' 'was' 'hard' 'to'
 'maintain' 'this' 'pace' '.']",[28 38 21 15 21 21 15 12 16 12 38 11 21 15 16 10 28 38 16 35 37 12 21  7],[11 21 11 13 11 12 13 11 12 12 21 11 12 13 11 12 12 21  1 21 22 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7913,"['Rabobank' ""'s"" 'net' 'profit' 'was' '1.43' 'billion' 'guilders' 'in'
 '1995' '.']",[21 27 16 21 38 11 11 24 15 11  7],[11 11 12 12 21 11 12 12 13 11  0],[3 0 0 0 0 0 0 0 0 0 0]
7914,"['The' 'bank' 'earlier' 'warned' 'that' 'profit' 'growth' 'would' 'slow'
 'in' 'the' 'second' 'half' ',' 'citing' 'the' 'increasing' 'momentum'
 'in' 'profit' 'growth' 'in' 'the' 'comparative' 'period' 'of' '1995'
 'and' 'increased' 'investment' '.']","[12 21 30 38 15 21 21 20 37 15 12 16 21  6 39 12 39 21 15 21 21 15 12 16
 21 15 11 10 40 21  7]","[11 12  3 21 17 11 12 21 22 13 11 12 12  0 21 11 12 12 13 11 12 13 11 12
 12 13 11  0 11 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7915,"['But' 'Wijffels' 'was' 'unable' 'to' 'quantify' 'second' 'half'
 'investment' 'to' 'improve' 'and' 'extend' 'domestic' 'and' 'offshore'
 'services' '.']",[10 22 38 16 35 37 16 16 21 35 37 10 37 16 10 30 24  7],[ 0 11 21  1 21 22 11 12 12 21 22 22 22 11 12  3 11  0],[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7916,"['--' 'Garry' 'West' ',' 'Amsterdam' 'newsroom' '+31' '20' '504' '5000']",[ 8 22 22  6 22 21 11 11 11 11],[11 12 12  0 11 12 11 12 12 12],[0 1 2 0 5 0 0 0 0 0]
7917,['PRESS' 'DIGEST' '-' 'FRANCE' '-' 'LE' 'MONDE' 'AUG' '26' '.'],[24 37  8 41  8 22 22 22 11  7],[11 21  0 21  0 11 12 12 12  0],[0 0 0 5 0 3 4 0 0 0]
7918,['PARIS' '1996-08-26'],[22 11],[11 12],[5 0]
7919,"['These' 'are' 'leading' 'stories' 'in' 'Monday' ""'s"" 'afternoon' 'daily'
 'Le' 'Monde' ',' 'dated' 'Aug' '27' '.']",[12 41 16 24 15 22 27 21 16 22 22  6 40 22 11  7],[11 21 11 12 13 11 11 12 12 12 12  0 21 11 12  0],[0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0]
7920,['FRONT' 'PAGE'],[22 22],[11 12],[0 0]
7921,"['--' 'Ipsos' 'poll' 'reports' 'majority' 'of' 'French' 'public' 'opinion'
 'sympathises' 'with' 'plight' 'of' 'Africans' 'seeking' 'to' 'renew' 'or'
 'obtain' 'work' 'and' 'residence' 'permits' ',' 'calling' 'government'
 '""' 'stubborn' ',' '""' '""' 'confused' '""' 'and' '""' 'cold-hearted' '.'
 '""']","[ 8 24 21 42 21 15 16 16 21 24 15 21 15 23 39 35 37 10 37 21 10 21 24  6
 39 21  0 16  6  0  0 40  0 10  0 16  7  0]","[ 0 11 12 21 11 13 11 12 12 12 13 11 13 11 21 22 22 22 22 11 12 12 12  0
 21 11  0 11 12  0  0  1  0  0  0  1  0  0]","[0 3 0 0 0 0 7 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
7922,['BUSINESS' 'PAGES'],[22 22],[11 12],[0 0]
7923,"['--' 'SNCF' 'railway' 'trade' 'unions' 'want' 'renegotiation' 'of'
 'government' 'bailout' 'package' ',' 'as' 'European' 'Union' 'prepares'
 'more' 'proposals' 'to' 'increase' 'competition' '.']",[ 8 37 21 21 24 41 21 15 21 21 21  6 15 22 22 42 17 24 35 37 21  7],[ 0 21 11 12 12 21 11 13 11 12 12  0 17 11 12 21 11 12 21 22 11  0],[0 3 0 0 0 0 0 0 0 0 0 0 0 3 4 0 0 0 0 0 0 0]
7924,['--' 'World' 'steel' 'market' 'shows' 'signs' 'of' 'upturn' '.'],[ 8 22 21 21 42 24 15 21  7],[11 12 12 12 21 11 13 11  0],[0 0 0 0 0 0 0 0 0]
7925,['--' 'Paris' 'Newsroom' '+33' '1' '42' '21' '53' '81'],[ 8 22 22 11 11 11 11 11 11],[11 12 12 12 12 12 12 12 12],[0 3 4 0 0 0 0 0 0]
7926,['ATRIA' 'SEES' 'H2' 'RESULT' 'UP' 'ON' 'H1' '.'],[22 22 22 22 33 15 21  7],[11 12 12 12 15 13 11  0],[3 0 0 0 0 0 0 0]
7927,['HELSINKI' '1996-08-26'],[22 11],[11 12],[5 0]
7928,"['Finnish' 'foodstuffs' 'group' 'Atria' 'Oy' 'said' 'in' 'a' 'statement'
 'on' 'Monday' 'it' 'expects' 'its' 'result' 'to' 'improve' 'in' 'the'
 'second' 'half' 'of' '1996' 'compared' 'to' 'the' 'first' 'half' '.']","[16 24 21 22 22 38 15 12 21 15 22 28 42 29 21 35 37 15 12 16 21 15 11 40
 35 12 16 21  7]","[11 12 12 12 12 21 13 11 12 13 11 11 21 11 12 21 22 13 11 12 12 13 11 13
 13 11 12 12  0]",[7 0 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7929,"['""' 'The' 'result' 'of' 'the' 'second' 'year-half' 'is' 'expected' 'to'
 'improve' 'on' 'the' 'early' 'part' 'of' 'the' 'year' ',' '""' 'Atria'
 'said' '.']",[ 0 12 21 15 12 16 21 42 40 35 37 15 12 16 21 15 12 21  6  0 22 38  7],[ 0 11 12 13 11 12 12 21 22 22 22 13 11 12 12 13 11 12  0  0 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0]
7930,"['Atria' 'said' 'earlier' 'its' 'January-June' 'profit' 'before'
 'extraordinary' 'items' ',' 'appropriations' 'and' 'taxes' 'fell' 'to'
 '15' 'million' 'markka' 'from' '39' 'in' 'the' 'first-half' 'of' '1995'
 '.']","[22 38 31 29 16 21 15 16 24  6 24 10 24 38 35 11 11 24 15 11 15 12 21 15
 11  7]","[11 21 11 12 12 12 13 11 12  0 11 12 12 21 13 11 12 12 13 11 13 11 12 13
 11  0]",[3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7931,"['BRIGHT-BELGIANS' 'SPEED' 'AFTER' 'SCHUMACHER' ""'S"" 'WIN' '.']",[22 22 22 22 27 22  7],[11 12 12 12 11 12  0],[7 0 0 1 0 0 0]
7932,['BRUSSELS'],[22],[11],[5]
7933,"['Michael' 'Schumacher' ""'s"" 'victory' 'in' 'the' 'Belgian' 'Formula'
 'One' 'Grand' 'Prix' 'at' 'Spa-Francorchamps' 'sparked' 'a' 'speeding'
 'epidemic' 'on' 'Belgian' 'roads' 'after' 'the' 'race' 'was' 'over' '.']","[22 22 27 21 15 12 22 22 11 22 22 15 22 38 12 39 21 15 16 24 15 12 21 38
 30  7]","[11 12 11 12 13 11 12 12 12 12 12 13 11 21 11 12 12 13 11 12 17 11 12 21
  3  0]",[1 2 0 0 0 0 7 7 8 8 8 0 5 0 0 0 0 0 7 0 0 0 0 0 0 0]
7934,"['Belga' 'news' 'agency' 'reported' 'that' 'police' 'checked' 'more'
 'than' '3,000' 'drivers' 'amd' 'booked' '222' 'for' 'speeding' 'on'
 'their' 'way' 'home' 'after' 'the' 'race' '.']",[22 21 21 38 15 24 38 17 15 11 24 40 40 11 15 39 15 29 21 21 15 12 21  7],[11 12 12 21 17 11 21 11 12 12 12 21 22 11 13 21 13 11 12 12 13 11 12  0],[3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7935,"['Some' 'were' 'clocked' 'doing' '180' 'kilometres' 'an' 'hour' '(' '112'
 'miles' 'per' 'hour' ')' ',' 'Belga' 'said' '.']",[12 38 40 39 11 24 12 21  4 11 24 15 21  5  6 22 38  7],[11 21 22 22 11 12 11 12  0 11 12 13 11  0  0 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0]
7936,"['Schumacher' 'won' 'the' 'race' 'in' '1' 'hour' '28' 'minutes' '15.125'
 'seconds' 'at' 'an' 'average' 'speed' 'of' '208.442' 'km' '/' 'hour' '('
 '130' 'm.p.h.' ')' '.']","[22 38 12 21 15 11 21 11 24 11 24 15 12 16 21 15 11 21 34 21  4 11 21  5
  7]","[11 21 11 12 13 11 12 11 12 11 12 13 11 12 12 13 11 12  0 11  0 11 12  0
  0]",[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7937,['Thai' 'PM' 'proposes' 'Sept' '18' 'for' 'no-confidence' 'debate' '.'],[22 22 42 22 11 15 21 21  7],[11 12 21 11 12 13 11 12  0],[7 0 0 0 0 0 0 0 0]
7938,['BANGKOK' '1996-08-26'],[22 11],[11 12],[5 0]
7939,"['Thai' 'Prime' 'Minister' 'Banharn' 'Silpa-archa' 'on' 'Monday'
 'proposed' 'September' '18' 'as' 'the' 'date' 'for' 'parliamentary'
 'debate' 'on' 'an' 'opposition' 'no-confidence' 'motion' 'accusing' 'him'
 'of' 'incompetence' '.']","[22 22 22 22 22 15 22 38 22 11 15 12 21 15 16 21 15 12 21 21 21 39 28 15
 21  7]","[11 12 12 12 12 13 11 21 11 12 13 11 12 13 11 12 13 11 12 12 12 21 11 13
 11  0]",[7 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7940,"['The' 'president' 'of' 'parliament' 'had' 'earlier' 'said' 'September'
 '11' 'could' 'be' 'set' 'for' 'the' 'debate' '.']",[12 21 15 21 38 31 38 22 11 20 37 40 15 12 21  7],[11 12 13 11 21 11 21 11 12 21 22 22 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7941,"['The' 'opposition' 'motion' 'against' 'Banharn' 'accuses' 'him' 'of'
 'being' 'incompetent' ',' 'lacking' 'ethical' 'leadership' 'and'
 'alleges' 'his' 'administration' 'is' 'corrupt' '.']",[12 21 21 15 22 42 28 15 39 16  6 39 16 21 10 42 29 21 42 16  7],[11 12 12 13 11 21 11 13 21  1  0 21 11 12  0 21 11 12 21  1  0],[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7942,"['His' 'critics' 'allege' 'he' 'may' 'be' 'attempting' 'to' 'delay' 'the'
 'debate' '.']",[29 24 41 28 20 37 39 35 37 12 21  7],[11 12 21 11 21 22 22 22 22 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0]
7943,"['Banharn' 'has' 'denied' 'the' 'accusations' 'and' 'said' 'he' 'is'
 'ready' 'to' 'clear' 'himself' 'in' 'parliament' '.']",[22 42 40 12 24 10 38 28 42 16 35 37 28 15 21  7],[11 21 22 11 12  0 21 11 21  1 21 22 11 13 11  0],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7944,"['""' 'In' 'my' 'opinion' 'September' '18' 'would' 'be' 'a' 'convenient'
 'date' 'for' 'the' 'government' 'to' 'answer' 'questions' '.']",[ 0 15 29 21 22 11 20 37 12 16 21 15 12 21 35 37 24  7],[ 0 13 11 12 11 12 21 22 11 12 12 13 11 12 21 22 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7945,"['This' 'has' 'nothing' 'to' 'do' 'with' 'the' 'accusation' 'that' 'I'
 'am' 'trying' 'to' 'escape' 'the' 'debate' ',' '""' 'Banharn' 'told'
 'reporters' 'after' 'meeting' 'coalition' 'partners' '.']","[12 42 21 35 37 15 12 21 15 28 41 39 35 37 12 21  6  0 22 38 24 15 39 21
 24  7]","[11 21 11 21 22 13 11 12 17 11 21 22 22 22 11 12  0  0 11 21 11 13 21 11
 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0]
7946,"['Banharn' ""'s"" '13-month-old' ',' 'six-party' 'coalition' 'government'
 'controls' '209' 'seats' 'in' 'the' '391-seat' 'lower' 'house' 'of'
 'parliament' '.']",[22 27 16  6 16 21 21 42 11 24 15 12 16 17 21 15 21  7],[11 11 12 12 12 12 12 21 11 12 13 11 12 12 12 13 11  0],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7947,"['Political' 'infighting' 'within' 'Banharn' ""'s"" 'Chart' 'Thai' 'party'
 'has' 'raised' 'doubts' 'whether' 'he' 'can' 'hold' 'his' 'supporters'
 'together' 'and' 'defeat' 'the' 'opposition' 'motion' ',' 'political'
 'analysts' 'said' '.']","[16 21 15 22 27 22 22 21 42 40 24 15 28 20 37 29 24 30 10 21 12 21 21  6
 16 24 38  7]","[11 12 13 11 11 12 12 12 21 22 11 17 11 21 22 11 12  3  0 11 11 12 12  0
 11 12 21  0]",[0 0 0 1 0 3 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7948,"['""' 'We' 'are' 'still' 'waiting' 'to' 'fix' 'a' 'date' '.']",[ 0 28 41 30 39 35 37 12 21  7],[ 0 11 21 22 22 22 22 11 12  0],[0 0 0 0 0 0 0 0 0 0]
7949,"['September' '18' 'is' 'regarded' 'as' 'tentative' 'because' 'we' 'still'
 'have' 'not' 'received' 'the' 'order' 'to' 'fix' 'it' 'on' 'the' 'agenda'
 ',' '""' 'said' 'an' 'official' 'at' 'parliament' ""'s"" 'agenda' 'section'
 '.']","[22 11 42 40 30 16 15 28 30 41 30 40 12 21 35 37 28 15 12 21  6  0 38 12
 21 15 21 27 21 21  7]","[11 12 21 22  3  1 17 11  3 21 22 22 11 12 21 22 11 13 11 12  0  0 21 11
 12 13 11 11 12 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
7950,"['The' 'last' 'no-confidence' 'debate' 'against' 'Banharn' ""'s""
 'coalition' 'in' 'May' 'was' 'won' 'by' 'the' 'government' '.']",[12 16 21 21 15 22 27 21 15 22 38 40 15 12 21  7],[11 12 12 12 13 11 11 12 13 11 21 22 13 11 12  0],[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0]
7951,['Fontaine' '-' '6mth' 'parent' 'forecast' '.'],[22  8 16 21 21  7],[11  0 11 12 12  0],[3 0 0 0 0 0]
7952,['TOKYO' '1996-08-26'],[35 11],[21 11],[5 0]
7953,"['Six' 'months' 'to' 'August' '31' ',' '1996']",[11 24 35 22 11  6 11],[11 12 13 11 12 12 12],[0 0 0 0 0 0 0]
7954,['(' 'in' 'billions' 'of' 'yen' 'unless' 'specified' ')'],[ 4 15 24 15 24 15 40  5],[ 0 13 11 13 11 17 21  0],[0 0 0 0 0 0 0 0]
7955,['LATEST' 'PREVIOUS' 'ACTUAL'],[24 24 24],[11 12 12],[0 0 0]
7956,['(' 'Parent' ')' 'FORECAST' 'FORECAST' 'YEAR-AGO'],[ 4 22  5 22 22 22],[ 0 11  0 11 12 12],[0 0 0 0 0 0]
7957,['Sales' '3.30' '3.17' '2.75'],[24 11 11 11],[11 12 12 12],[0 0 0 0]
7958,['Current' '400' 'million' '260' 'million' '231' 'million'],[16 11 11 11 11 11 11],[11 12 12 12 12 12 12],[0 0 0 0 0 0 0]
7959,['Net' '170' 'million' '170' 'million' '142' 'million'],[16 11 11 11 11 11 11],[11 12 12 12 12 12 12],[0 0 0 0 0 0 0]
7960,"['NOTE' '-' 'Fontaine' 'Co' 'Ltd' 'sells' 'women' '""' 's' 'fashion' 'wigs'
 '.']",[21  8 22 22 22 42 24  0 42 21 24  7],[11  0 11 12 12 21 11  0 21 11 12  0],[0 0 3 4 4 0 0 0 0 0 0 0]
