id,tokens,pos_tags,chunk_tags,ner_tags
1362,"['""' 'This' 'was' 'an' 'act' 'of' 'terrorism' 'and' 'now' 'I' 'fear' 'not'
 'only' 'for' 'my' 'own' 'life' ',' 'but' 'also' 'of' 'that' 'of' 'my'
 'wife' 'and' 'children' ',' '""' 'he' 'told' 'TASR' '.']","[ 0 12 38 12 21 15 21 10 30 28 41 30 30 15 29 16 21  6 10 30 15 15 15 29
 21 10 24  6  0 28 38 22  7]","[ 0 11 21 11 12 13 11  0  3 11 21  5  6 13 11 12 12  0  5  6  6 17 13 11
 12 12 12  0  0 11 21 11  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0]
1363,"['Gaulieder' ""'s"" 'family' 'was' 'sleeping' 'in' 'a' 'bedroom' 'at' 'the'
 'back' 'of' 'the' 'house' 'and' 'were' 'unharmed' 'by' 'the' 'blast' '.']",[22 27 21 38 39 15 12 21 15 12 21 15 12 21 10 38 16 15 12 21  7],[11 11 12 21 22 13 11 12 13 11 12 13 11 12  0 21  1 13 11 12  0],[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1364,"['It' 'was' 'not' 'immediately' 'clear' 'who' 'was' 'behind' 'the' 'blast'
 '.']",[28 38 30 30 37 44 38 15 12 21  7],[11 21 22 22 22 11 21 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0]
1365,['Bomb' 'explodes' 'at' 'mosque' 'in' 'central' 'Bulgaria' '.'],[37 42 15 21 15 16 22  7],[21 21 13 11 13 11 12  0],[0 0 0 0 0 0 5 0]
1366,['SOFIA' '1996-12-06'],[22 11],[11 12],[5 0]
1367,"['A' 'bomb' 'exploded' 'on' 'Friday' 'at' 'a' 'mosque' 'in' 'the'
 'central' 'Bulgarian' 'town' 'of' 'Kazanluk' ',' 'causing' 'damage' 'but'
 'no' 'injuries' ',' 'state' 'radio' 'said' '.']","[12 21 38 15 22 15 12 21 15 12 16 16 21 15 22  6 39 21 10 12 24  6 21 21
 38  7]","[11 12 21 13 11 13 11 12 13 11 12 12 12 13 11  0 21 11  0 11 12  0 11 12
 21  0]",[0 0 0 0 0 0 0 0 0 0 0 7 0 0 5 0 0 0 0 0 0 0 0 0 0 0]
1368,"['Violent' 'crime' 'has' 'soared' 'since' 'the' 'collapse' 'of'
 'communism' 'in' '1989' 'as' 'Bulgaria' 'moves' 'to' 'a' 'market'
 'economy' '.']",[16 21 42 40 15 12 21 15 21 15 11 15 22 42 35 12 21 21  7],[11 12 21 22 13 11 12 13 11 13 11 17 11 21 13 11 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0]
1369,"['Bombings' 'are' 'often' 'carried' 'out' 'by' 'criminals' 'to' 'settle'
 'scores' 'but' 'the' 'motive' 'in' 'this' 'case' 'was' 'not'
 'immediately' 'clear' '.']",[24 41 30 40 33 15 24 35 37 24 10 12 21 15 12 21 38 30 30 37  7],[11 21 22 22 15 13 11 21 22 11  0 11 12 13 11 12 21 22 22 22  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1370,"['Some' 'residents' 'of' 'the' 'Kazanluk' 'area' 'are' 'Moslems' 'who'
 'converted' 'to' 'Islam' 'during' 'Ottoman' 'Turkish' 'rule' '.']",[12 24 15 12 22 21 41 23 44 38 35 22 15 22 16 21  7],[11 12 13 11 12 12 21 11 11 21 13 11 13 11 12 12  0],[0 0 0 0 5 0 0 7 0 0 0 7 0 0 7 0 0]
1371,['The' 'majority' 'in' 'Bulgaria' 'are' 'Christians' '.'],[12 21 15 22 41 23  7],[11 12 13 11 21 11  0],[0 0 0 5 0 7 0]
1372,"['The' 'radio' 'quoted' 'police' 'as' 'saying' 'the' 'blast' 'broke'
 'windows' 'and' 'shattered' 'the' 'door' 'of' 'the' 'mosque' '.']",[12 21 38 21 15 39 12 21 38 24 10 16 12 21 15 12 16  7],[11 12 21 11 13 21 11 12 21 11  0 11 12 12 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1373,"['Hungary' 'o' '/' 'n' 'rates' 'end' 'up' 'before' 'Dec' '10' 'tax'
 'payment' '.']",[22 15 34 30 42 21 30 15 22 11 21 21  7],[11 13  0 21 22 11  3 17 11 12 12 12  0],[5 0 0 0 0 0 0 0 0 0 0 0 0]
1374,['BUDAPEST' '1996-12-06'],[30 11],[11 12],[5 0]
1375,"['Hungarian' 'overnight' 'interest' 'rates' 'closed' 'higher' 'on'
 'Friday' 'as' 'market' 'liquidity' 'tightened' 'before' 'the' 'December'
 '10' 'social' 'security' 'contribution' 'payment' 'deadline' ','
 'dealers' 'said' '.']","[16 16 21 24 38 31 15 22 15 21 21 38 15 12 22 11 16 21 21 21 21  6 24 38
  7]","[11 12 12 12 21  3 13 11 13 11 12 21 13 11 12 12 12 12 12 12 12  0 11 21
  0]",[7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1376,"['""' 'The' 'banks' 'are' 'already' 'preparing' 'for' 'the' 'December' '10'
 'tax' 'payment' ',' '""' 'said' 'Budapest' 'Bank' ""'s"" 'Sandor' 'Tolonics'
 '.' '""']",[ 0 12 24 41 30 39 15 12 22 22 21 21  6  0 38 22 22 27 22 23  7  0],[ 0 11 12 21 22 22 13 11 12 12 12 12  0  0 21 11 12 11 12 12  0  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 2 0 0]
1377,"['They' 'expect' 'a' 'larger-than-average' 'payment' '.' '""']",[28 41 12 16 21  7  0],[11 21 11 12 12  0  0],[0 0 0 0 0 0 0]
1378,"['The' 'overnight' 'market' 'opened' 'at' '22.00' '/' '22.75' 'percent'
 ',' 'then' 'substantial' 'money' 'was' 'taken' 'up' 'at' '22.5' 'percent'
 '.']",[12 16 21 40 15 11 34 11 21  6 30 16 21 38 40 33 15 11 21  7],[11 12 12 21 13 11  0 11 12  0  3 11 12 21 22 15 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1379,"['But' 'later' ',' 'rates' 'dropped' 'and' 'closed' 'at' '22.00' '/'
 '22.25' 'as' 'a' 'large' 'bank' 'finished' 'borrowing' 'money' '.']",[10 30  6 24 38 10 38 15 11 34 11 15 12 16 21 38 39 21  7],[ 0  3  0 11 21  0 21 13 11  0 11 13 11 12 12 21 22 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1380,"['On' 'Thursday' ',' 'overnight' 'rates' 'moved' 'between' '21.625' 'and'
 '22.125' '.']",[15 22  6 16 24 40 15 11 10 11  7],[13 11  0 11 12 21 13 11 12 12  0],[0 0 0 0 0 0 0 0 0 0 0]
1381,"['Dealers' 'said' 'liquidity' 'could' 'tighten' 'further' 'early' 'next'
 'week' 'as' 'the' 'social' 'security' 'contribution' 'payments' 'date'
 'approaches' '.']",[24 38 21 20 37 16 16 16 21 15 12 16 21 21 24 21 24  7],[11 21 11 21 22 11 12 12 12 17 11 12 12 12 12 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1382,"['--' 'Sandor' 'Peto' ',' 'Budapest' 'newsroom' '(' '36' '1' ')' '327'
 '4040']",[ 8 22 22  6 22 21  4 11 11  5 11 11],[11 12 12  0 11 12  0 11 12  0 11 12],[0 1 2 0 5 0 0 0 0 0 0 0]
1383,['Mexico' 'stocks' 'off' 'lows' 'but' 'still' 'hit' 'by' 'Greenspan' '.'],[22 24 15 24 10 30 40 15 22  7],[11 12 13 11  0 21 22 13 11  0],[5 0 0 0 0 0 0 0 1 0]
1384,['MEXICO' 'CITY'],[22 22],[11 12],[5 6]
1385,"['Mexican' 'stocks' 'closed' 'sharply' 'lower' 'Friday' ',' 'but' 'had'
 'made' 'a' 'tentative' 'recovery' 'as' 'initial' 'panic' 'and'
 'volatility' 'abated' '.']",[16 24 38 30 17 22  6 10 38 40 12 16 21 15 16 21 10 21 40  7],[11 12 21  3  4 11  0  0 21 22 11 12 12 13 11 12  0 11 21  0],[7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1386,"['""' 'It' 'was' 'Greenspan' 'at' 'first' '.']",[ 0 28 38 22 15 30  7],[ 0 11 21 11 13  3  0],[0 0 0 1 0 0 0]
1387,"['Then' 'once' 'we' 'saw' 'the' 'Dow' '(' 'Jones' 'industrial' 'average'
 ')' 'was' 'not' 'about' 'to' 'crash' ',' 'some' 'buyers' 'stepped' 'in'
 ',' '""' 'said' 'a' 'trader' ',' 'referring' 'to' 'Federal' 'Reserve'
 'Chairman' 'Alan' 'Greenspan' ',' 'whose' 'comments' 'that' 'assets'
 'were' '""' 'irrationally' 'exhuberant' '""' 'upset' 'financial' 'markets'
 'worldwide' '.']","[30 30 28 38 12 22  4 22 16 16  5 38 30 15 35 37  6 12 24 38 30  6  0 38
 12 21  6 39 35 22 22 22 22 22  6 45 24 15 24 38  0 30 16  0 16 16 24 16
  7]","[ 3  4 11 21 11 12  0 11 12 12  0 21  0  1 21 22  0 11 12 21  3  0  0 21
 11 12  0 21 13 11 12 12 12 12  0 11 12 17 11 21  0  3 11  0  1 11 12  1
  0]","[0 0 0 0 0 7 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 4 0 1 2 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0]"
1388,"['The' 'blue-chip' 'IPC' 'index' 'ended' 'down' '1.29' 'points' ',' 'or'
 '43.56' 'percent' ',' 'at' '3,333.05' '.']",[12 16 22 21 38 30 11 24  6 10 11 21  6 15 11  7],[11 12 12 12 21  3 11 12  0  0 11 12  0 13 11  0],[0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0]
1389,['Volume' 'was' 'regular' 'at' '74.7' 'million' 'shares' 'traded' '.'],[21 38 16 15 11 11 24 40  7],[11 21 11 13 11 12 12 21  0],[0 0 0 0 0 0 0 0 0]
1390,"['Mexican' 'stocks' 'were' 'also' 'hurt' 'by' 'U.S.' 'long' 'bond' 'rates'
 'which' 'had' 'begun' 'to' 'rise' 'before' 'Greenspan' ""'s"" 'comments'
 'and' 'were' 'inflated' 'by' 'employment' 'data' 'released' 'before'
 'trade' 'began' 'in' 'Mexico' '.']","[16 24 38 30 40 15 22 30 21 24 43 38 40 35 37 15 22 27 24 10 38 40 15 21
 24 40 15 21 38 15 22  7]","[11 12 21 22 22 13 11  3 11 12 11 21 22 22 22 17 11 11 12  0 21 22 13 11
 12 21 13 11 21 13 11  0]",[7 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0]
1391,"['Yields' 'on' 'U.S.' '30-year' 'Treasury' 'bonds' 'were' '6.51' 'percent'
 'when' 'stock' 'trading' 'closed' 'in' 'Mexico' ',' 'unchanged' 'from'
 'Thursday' '.']",[24 15 22 16 22 24 38 11 21 46 21 21 38 15 22  6 16 15 22  7],[11 13 11 12 12 12 21 11 12  3 11 12 21 13 11  0  1 13 11  0],[0 0 5 0 3 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0]
1392,"['On' 'the' 'broad' 'market' ',' '107' 'stocks' 'changed' 'hands' ',' 'of'
 'which' 'losers' 'well' 'outnumbered' 'winners' 'by' '75' 'to' '13' '.']",[15 12 16 21  6 11 24 38 24  6 15 43 24 30 38 24 15 11 35 11  7],[13 11 12 12  0 11 12 21 11  0 13 11 11  3 21 11 13 11 13 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1393,"['Traders' 'noted' 'the' 'lack' 'of' 'blue' 'chips' 'or' 'stocks' 'traded'
 'at' 'significant' 'volume' 'among' 'the' 'gainers' '.']",[24 38 12 21 15 16 24 10 24 38 15 16 21 15 12 24  7],[11 21 11 12 13 11 12 12 12 21 13 11 12 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1394,"['Simec' ',' 'the' 'steelmaking' 'arm' 'of' 'the' 'debt-ridden' 'Sidek'
 'group' 'headed' 'the' 'losers' ',' 'off' '7' 'centavos' '(' '1' 'cent'
 ')' 'at' '1.40' 'pesos' '(' '18' 'cents' ')' '.']","[22  6 12 21 21 15 12 16 22 21 38 12 24  6 30 11 24  4 11 21  5 15 11 24
  4 11 24  5  7]","[11  0 11 12 12 13 11 12 12 12 21 11 12  0  3 11 12  0 11 12  0 13 11 12
  0 11 12  0  0]",[3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1395,"['Sidek' 'fell' '4' 'centavos' '(' '1' 'cent' ')' 'to' '95' 'centavos' '('
 '12' 'cents' ')' '.']",[21 38 11 24  4 11 21  5 35 11 24  4 11 24  5  7],[11 21 11 12  0 11 12  0 13 11 12  0 11 12  0  0],[3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1396,"['Traders' 'also' 'remarked' 'that' 'Mexican' 'ADRs' 'suffered' 'in' 'New'
 'York' '.']",[24 30 38 15 22 23 38 15 22 22  7],[11  3 21 17 11 12 21 13 11 12  0],[0 0 0 0 7 7 0 0 5 6 0]
1397,"['Heavyweights' 'Telmex' 'and' 'Televisa' 'ended' 'off' '25' 'cents' 'and'
 '75' 'cents' ',' 'respectively' ',' 'at' '$' '31.125' 'and' '$' '25.875'
 '.']",[24 21 10 22 38 30 11 24 10 11 24  6 30  6 15  3 11 10  3 11  7],[11 12  0 11 21  3 11 12  0 11 12  0  3  0 13 11 12 12 12 12  0],[0 3 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1398,"['""' 'Falling' 'share' 'prices' 'in' 'New' 'York' 'do' ""n't"" 'hurt'
 'Mexico' 'as' 'long' 'as' 'it' 'happens' 'gradually' ',' 'as' 'earlier'
 'this' 'week' '.']",[ 0 22 21 24 15 22 22 41 30 40 22 15 16 15 28 42 30  6 15 31 12 21  7],[ 0 11 12 12 13 11 12 21 22 22 11 13 11 17 11 21 22 22 13 11 12 12  0],[0 0 0 0 0 5 6 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0]
1399,"['It' ""'s"" 'a' 'sudden' 'plunge' 'that' 'takes' 'its' 'toll' ',' '""'
 'said' 'Carlos' 'Ponce' ',' 'research' 'director' 'at' 'Santander' '.']",[28 42 12 16 21 43 42 29 21  6  0 38 22 22  6 21 21 15 22  7],[11 21 11 12 12 11 21 11 12  0  0 21 11 12  0 11 12 13 11  0],[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 5 0]
1400,"['Traders' 'and' 'analysts' 'differed' 'as' 'to' 'how' 'firm' 'the'
 'relative' 'recovery' 'on' 'Friday' 'was' '.']",[24 10 24 38 15 35 46 16 12 16 21 15 22 38  7],[11 12 12 21 13 13  3 11 11 12 12 13 11 21  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1401,"['""' 'Some' 'buyers' 'stepped' 'in' ',' 'but' 'the' 'market' 'was' 'not'
 'very' 'convinced' '.']",[ 0 12 24 38 30  6 10 12 21 38 30 30 40  7],[ 0 11 12 21  3  0  0 11 12 21  0  1  2  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1402,"['Volume' 'was' 'lackluster' ',' '""' 'said' 'one' 'trader' '.']",[21 38 16  6  0 38 11 21  7],[11 21  1  0  0 21 11 12  0],[0 0 0 0 0 0 0 0 0]
1403,"['""' 'The' 'market' ""'s"" 'very' 'healthy' ',' 'we' ""'re"" 'buying' ',' '""'
 'said' 'another' 'trader' '.']",[ 0 12 21 27 16 16  6 28 41 21  6  0 38 12 21  7],[ 0 11 12 11 12 12  0 11 21 11  0  0 21 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1404,"['Ponce' 'said' 'shares' 'were' 'certainly' 'attractively' 'priced' 'in'
 'Mexico' ',' 'but' 'would' 'not' 'appreciate' 'until' 'foreign' 'buyers'
 'stepped' 'in' ',' 'which' 'they' 'had' 'yet' 'to' 'do' '.' ""'""]","[22 38 24 38 30 30 40 15 22  6 10 20 30 37 15 16 24 38 30  6 43 28 38 30
 35 37  7  1]","[11 21 11 21 22 22 22 13 11  0  0 21 22 22 17 11 12 21  3  0 11 11 21 22
 22 22  0  0]",[1 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1405,['Plastic' 'surgery' 'gets' 'boost' 'in' 'Brazil' '.'],[21 21 42 21 15 22  7],[11 12 21 11 13 11  0],[0 0 0 0 0 5 0]
1406,['Simona' 'de' 'Logu'],[22 22 22],[11 12 12],[1 2 2]
1407,['RIO' 'DE' 'JANEIRO' '1996-12-06'],[22 22 22 11],[11 12 12 12],[5 6 6 0]
1408,"['Plastic' 'surgery' 'is' 'booming' ',' 'especially' 'among' 'men' ','
 'as' 'Brazilians' 'spend' 'much' 'of' 'their' 'new-found' 'wealth' 'on'
 'the' 'latest' 'beauty' 'treatments' ',' 'said' 'the' 'organisers' 'of'
 'a' 'four-day' 'international' 'plastic' 'surgery' 'conference' 'that'
 'opened' 'on' 'Friday' '.']","[21 21 42 16  6 30 15 24  6 15 24 41 16 15 29 16 21 15 12 18 21 24  6 38
 12 24 15 12 16 16 16 21 21 43 38 15 22  7]","[11 12 21  1  0  3 13 11  0 17 11 21 11 13 11 12 12 13 11 12 12 12  0 21
 11 12 13 11 12 12 12 12 12 11 21 13 11  0]","[0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0]"
1409,"['The' 'number' 'of' 'plastic' 'surgeries' 'in' 'Brazil' 'has' 'jumped'
 '30' 'percent' 'to' 'an' 'estimated' '150,000' 'this' 'year' 'since' 'an'
 'anti-inflation' 'plan' 'was' 'introduced' 'in' 'July' '1994' ',' 'Farid'
 'Hakme' ',' 'the' 'president' 'of' 'the' 'Brazilian' 'Plastic' 'Surgery'
 'Society' '(' 'SBCP' ')' ',' 'said' '.']","[12 21 15 21 24 15 22 42 40 11 21 35 12 40 11 12 21 15 12 16 21 38 40 15
 22 11  6 22 22  6 12 21 15 12 16 22 22 22  4 22  5  6 38  7]","[11 12 13 11 12 13 11 21 22 11 12 13 11 12 12 11 12 13 11 12 12 21 22 13
 11 12  0 11 12  0 11 12 13 11 12 12 12 12  0 11  0  0 21  0]","[0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 3 4 4
 4 0 3 0 0 0 0]"
1410,"['The' 'number' 'of' 'operations' 'on' 'men' 'increased' 'even' 'more'
 '--' 'by' '80' 'percent' ',' 'from' '8,000' 'in' '1994' 'to' '15,000'
 'in' '1995' ',' 'he' 'said' '.']","[12 21 15 24 15 24 38 30 31  8 15 11 21  6 15 11 15 11 35 11 15 11  6 28
 38  7]","[11 12 13 11 13 11 21  3  4  0 13 11 12  0 13 11 13 11 13 11 13 11  0 11
 21  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1411,"['""' 'Brazil' 'ranks' 'right' 'at' 'the' 'top' 'for' 'plastic' 'surgery'
 'with' 'respect' 'to' 'the' 'number' 'of' 'surgeons' ',' 'the' 'number'
 'of' 'patients' ',' 'number' 'of' 'operations' ',' 'number' 'of'
 'conferences' '.']","[ 0 22 42 30 15 12 21 15 21 21 15 21 35 12 21 15 24  6 12 21 15 24  6 21
 15 24  6 21 15 24  7]","[ 0 11 21  3 13 11 12 13 11 12 13 11 13 11 12 13 11  0 11 12 13 11  0 11
 13 11  0 11 13 11  0]",[0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1412,"['Our' 'statistics' 'are' 'the' 'highest' 'for' 'everything' ',' '""'
 'Hakme' 'said' '.']",[29 24 41 12 18 15 21  6  0 22 38  7],[11 12 21 11 12 13 11  0  0 11 21  0],[0 0 0 0 0 0 0 0 0 1 0 0]
1413,"['""' 'We' 'believe' 'the' 'increase' 'in' 'plastic' 'surgeries' 'for'
 'men' 'results' 'from' 'the' 'difficulties' 'in' 'the' 'job' 'market' '.']",[ 0 28 41 12 21 15 21 24 15 24 24 15 12 24 15 12 21 21  7],[ 0 11 21 11 12 13 11 12 13 11 12 13 11 12 13 11 12 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1414,"['People' 'need' 'to' 'have' 'a' 'more' 'youthful' 'look' 'to' 'compete'
 'in' 'the' 'job' 'market' ',' 'given' 'the' 'profound' 'changes' 'in'
 'Latin' 'America' ""'s"" 'economy' '.' '""']","[24 41 35 37 12 31 16 21 35 37 15 12 21 21  6 40 12 16 24 15 22 22 27 21
  7  0]","[11 21 22 22 11 12 12 12 21 22 13 11 12 12  0 13 11 12 12 13 11 12 11 12
  0  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 0 0]
1415,"['A' 'controlled' 'exchange' 'rate' ',' 'trade' 'liberalisation' 'and'
 'tight' 'monetary' 'policies' 'have' 'also' 'dramatically' 'curbed'
 'inflation' ',' 'making' 'more' 'money' 'available' 'for' 'cosmetic'
 'surgery' '.']","[12 16 21 21  6 21 21 10 16 16 24 41 30 30 40 21  6 39 17 21 16 15 16 21
  7]","[11 12 12 12  0 11 12  0 11 12 12 21 22 22 22 11  0 21 11 12  1 13 11 12
  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1416,"['Brazil' 'has' 'been' 'at' 'the' 'forefront' 'in' 'plastic' 'surgery'
 'for' 'decades' 'and' 'is' 'home' 'to' 'one' 'of' 'the' 'most' 'famous'
 'surgeons' ',' 'Ivo' 'Pitangy' '.']","[22 42 40 15 12 21 15 16 21 15 24 10 42 21 35 11 15 12 32 16 24  6 22 22
  7]","[11 21 22 13 11 12 13 11 12 13 11  0 21 11 13 11 13 11 12 12 12  0 11 12
  0]",[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0]
1417,"['There' 'are' '6,000' 'plastic' 'surgeons' 'there' ',' 'of' 'which'
 '4,500' 'have' 'qualified' 'to' 'be' 'members' 'of' 'the' 'SBCP' '.']",[13 41 11 21 24 30  6 15 43 11 41 40 35 37 24 15 12 22  7],[11 21 11 12 12  3  0 13 11 11 21 11 13 21 11 13 11 12  0],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0]
1418,"['Every' 'year' ',' '500' 'new' 'plastic' 'surgeons' 'graduate' 'in'
 'Brazil' 'and' 'medical' 'students' 'from' 'all' 'over' 'the' 'world'
 'come' 'to' 'study' 'there' '.']",[12 21  6 11 16 21 24 21 15 22 10 16 24 15 12 15 12 21 37 35 37 30  7],[11 12  0 11 12 12 12 12 13 11  0 11 12 13 11 13 11 12 21 22 22  3  0],[0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0]
1419,"['Hakme' 'attributes' 'Brazil' ""'s"" 'fascination' 'with' 'plastic'
 'surgery' 'not' 'to' 'excessive' 'vanity' 'but' 'to' 'the' 'country' ""'s""
 'mix' 'and' 'match' 'of' 'different' 'races' ',' 'which' 'can' 'create'
 'physical' 'disharmonies' '.' '""']","[37 24 22 27 21 15 16 21 30 35 16 21 10 35 12 21 27 21 10 21 15 16 24  6
 43 20 37 16 24  7  0]","[21 11 11 11 12 13 11 12  0 21 22 11  0 13 11 12 11 12  0 11 13 11 12  0
 11 21 22 11 12  0  0]",[1 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1420,"['What' 'happens' 'is' 'the' 'nose' 'sometimes' 'does' ""n't"" 'match' 'the'
 'mouth' 'or' 'the' 'buttocks' 'do' ""n't"" 'match' 'with' 'the' 'legs' ','
 '""' 'he' 'said' '.']","[44 42 42 12 21 30 42 30 37 12 21 10 12 24 41 30 37 15 12 24  6  0 28 38
  7]","[11 21 21 11 12  3 21 22 22 11 12  0 11 12 21 22 22 13 11 12  0  0 11 21
  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1421,"['Brazil' ""'s"" 'most' 'sought-after' 'beauty' 'treatment' 'is'
 'liposuction' 'in' 'which' 'fat' 'is' 'sucked' 'away' 'from' 'areas' 'of'
 'the' 'body' ',' 'with' 'about' '30,000' 'operations' 'a' 'year' 'at' 'a'
 'cost' 'of' '$' '3,000' 'to' '$' '4,000' 'each' '.']","[22 27 32 16 21 21 42 21 15 43 16 42 40 30 15 24 15 12 21  6 15 15 11 24
 12 21 15 12 21 15  3 11 35  3 11 12  7]","[11 12  1 11 12 12 21 11 13 11 12 21 22  3 13 11 13 11 12  0 13 11 12 12
 11 12 13 11 12 13 11 12 12 12 12 11  0]",[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
1422,"['Stomach' 'tucks' 'and' 'breast' 'operations' 'are' 'also' 'popular'
 'since' 'the' 'tropical' 'climate' 'calls' 'for' 'flesh-baring'
 'fashions' ',' 'but' 'unlike' 'women' 'elsewhere' 'Brazilians' 'tend'
 'to' 'have' 'breast' 'reductions' 'and' 'buttock' 'implants' '.']","[21 24 10 21 24 41 30 16 15 12 16 21 42 15 16 24  6 10 15 24 30 24 41 35
 37 21 24 10 21 24  7]","[11 12  0 11 12 21  3  1 13 11 12 12 21 13 11 12  0  0 13 11  3 11 21 22
 22 11 12  0 11 12  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0]
1423,"['""' 'The' 'women' 'who' 'want' 'to' 'reduce' 'their' 'breasts' 'here'
 'would' 'probably' 'want' 'to' 'increase' 'them' 'in' 'the' 'United'
 'States' ',' '""' 'SBCP' 'Vice-President' 'Oswaldo' 'Saldanha' 'said' '.'
 '""']","[ 0 12 24 44 41 35 37 29 24 30 20 30 37 35 37 28 15 12 22 22  6  0 22 22
 22 22 38  7  0]","[ 0 11 12 11 21 22 22 11 12  3 21 22 22 22 22 11 13 11 12 12  0  0 11 12
 12 12 21  0  0]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0 3 0 1 2 0 0 0]
1424,"['Beauty' 'ideals' 'and' 'cultures' 'are' 'different' 'in' 'every'
 'country' '.' '""']",[21 24 10 24 41 16 15 12 21  7  0],[11 12 12 12 21  1 13 11 12  0  0],[0 0 0 0 0 0 0 0 0 0 0]
1425,"['Plastic' 'surgery' 'scares' 'like' 'the' 'case' 'in' 'which' 'Brazilian'
 'model' 'Claudia' 'Liz' 'fell' 'into' 'a' 'coma' 'after' 'being'
 'anaesthetised' 'for' 'a' 'liposuction' 'in' 'October' 'are' 'not' 'much'
 'of' 'a' 'deterrent' '.']","[22 21 24 15 12 21 15 43 16 21 22 22 38 15 12 21 15 39 40 15 12 21 15 22
 41 30 30 15 12 21  7]","[11 12 12 13 11 12 13 11 12 12 12 12 21 13 11 12 13 21 22 13 11 12 13 11
 21 22 22 13 11 12  0]",[0 0 0 0 0 0 0 0 7 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
